rep_id,name,region,product_line,tenure_months,base_salary,monthly_target,actual_sales,deals_closed,month,year,attainment_pct,commission_rate,commission_earned,is_top_performer,bonus_earned,monthly_base,total_payout,total_compensation,attainment_pct_display,month_name
REP012,Ranbir Brahmbhatt,North,DataSync,42,1010922,404593,183100.0,4,1,2024,0.4526,0.0,0.0,False,0.0,84243.5,84243.5,84243.5,45.3,Jan 2024
REP013,Tarini Ganguly,West,DataSync,59,1241559,535828,286800.0,4,1,2024,0.5352,0.05,14340.0,False,0.0,103463.25,117803.25,117803.25,53.5,Jan 2024
REP014,Divij Gupta,East,CloudCore,34,763441,517806,291000.0,6,1,2024,0.562,0.05,14550.0,False,0.0,63620.08,78170.08,78170.08,56.2,Jan 2024
REP015,Taimur Vaidya,East,DataSync,32,711028,454256,369200.0,5,1,2024,0.8128,0.1,36920.0,False,0.0,59252.33,96172.33,96172.33,81.3,Jan 2024
REP016,Lavanya Deo,East,CloudCore,10,737220,520031,358000.0,4,1,2024,0.6884,0.05,17900.0,False,0.0,61435.0,79335.0,79335.0,68.8,Jan 2024
REP017,Samiha Karpe,South,CloudCore,45,782938,437149,374700.0,7,1,2024,0.8571,0.1,37470.0,False,0.0,65244.83,102714.83,102714.83,85.7,Jan 2024
REP018,Uthkarsh Baral,North,SecureAPI,65,1092004,406160,312900.0,7,1,2024,0.7704,0.05,15645.0,False,0.0,91000.33,106645.33,106645.33,77.0,Jan 2024
REP019,Mishti Ranganathan,North,DataSync,63,1398782,363700,238600.0,4,1,2024,0.656,0.05,11930.0,False,0.0,116565.17,128495.17,128495.17,65.6,Jan 2024
REP020,Kashvi Char,South,SecureAPI,27,1176833,374726,128100.0,4,1,2024,0.3418,0.0,0.0,False,0.0,98069.42,98069.42,98069.42,34.2,Jan 2024
REP021,Azad Sahota,East,SecureAPI,48,925994,461038,466500.0,10,1,2024,1.0118,0.15,69975.0,True,23325.0,77166.17,170466.17,170466.17,101.2,Jan 2024
REP022,Trisha Dhillon,South,CloudCore,15,806802,431778,310800.0,5,1,2024,0.7198,0.05,15540.0,False,0.0,67233.5,82773.5,82773.5,72.0,Jan 2024
REP023,Mehul Verma,East,CloudCore,16,877892,530367,396400.0,6,1,2024,0.7474,0.05,19820.0,False,0.0,73157.67,92977.67,92977.67,74.7,Jan 2024
REP024,Vaibhav Dewan,West,CloudCore,60,1412336,473495,393700.0,8,1,2024,0.8315,0.1,39370.0,False,0.0,117694.67,157064.67,157064.67,83.2,Jan 2024
REP025,Myra Tiwari,West,SecureAPI,62,1142075,415485,286700.0,3,1,2024,0.69,0.05,14335.0,False,0.0,95172.92,109507.92,109507.92,69.0,Jan 2024
REP026,Ishaan Goyal,North,DataSync,59,879046,511818,266100.0,4,1,2024,0.5199,0.05,13305.0,False,0.0,73253.83,86558.83,86558.83,52.0,Jan 2024
REP027,Lakshay Sampath,West,DataSync,15,1427057,313261,116600.0,2,1,2024,0.3722,0.0,0.0,False,0.0,118921.42,118921.42,118921.42,37.2,Jan 2024
REP028,Rati Sanghvi,West,CloudCore,4,1416847,448896,348400.0,5,1,2024,0.7761,0.05,17420.0,False,0.0,118070.58,135490.58,135490.58,77.6,Jan 2024
REP029,Mahika Ravi,South,DataSync,24,997861,406539,177500.0,4,1,2024,0.4366,0.0,0.0,False,0.0,83155.08,83155.08,83155.08,43.7,Jan 2024
REP030,Hazel Sethi,South,SecureAPI,54,974130,586569,418600.0,7,1,2024,0.7136,0.05,20930.0,False,0.0,81177.5,102107.5,102107.5,71.4,Jan 2024
REP031,Ishaan Kashyap,North,CloudCore,3,1197382,604693,533900.0,9,1,2024,0.8829,0.1,53390.0,False,0.0,99781.83,153171.83,153171.83,88.3,Jan 2024
REP032,Purab Reddy,West,SecureAPI,39,1327110,460888,421400.0,7,1,2024,0.9143,0.1,42140.0,True,21070.0,110592.5,173802.5,173802.5,91.4,Jan 2024
REP033,Piya Gaba,South,DataSync,22,1260311,349780,258700.0,6,1,2024,0.7396,0.05,12935.0,False,0.0,105025.92,117960.92,117960.92,74.0,Jan 2024
REP034,Manikya Tara,East,CloudCore,72,730662,431959,277300.0,6,1,2024,0.642,0.05,13865.0,False,0.0,60888.5,74753.5,74753.5,64.2,Jan 2024
REP035,Zara Dugar,North,SecureAPI,9,859942,503138,303500.0,5,1,2024,0.6032,0.05,15175.0,False,0.0,71661.83,86836.83,86836.83,60.3,Jan 2024
REP036,Priyansh Bali,North,CloudCore,23,1356926,429821,269400.0,4,1,2024,0.6268,0.05,13470.0,False,0.0,113077.17,126547.17,126547.17,62.7,Jan 2024
REP037,Jiya Vora,East,SecureAPI,26,742001,367962,195500.0,6,1,2024,0.5313,0.05,9775.0,False,0.0,61833.42,71608.42,71608.42,53.1,Jan 2024
REP038,Lakshit Sagar,North,CloudCore,54,1046629,462855,258100.0,5,1,2024,0.5576,0.05,12905.0,False,0.0,87219.08,100124.08,100124.08,55.8,Jan 2024
REP039,Vivaan Wagle,North,SecureAPI,34,1397347,501760,176400.0,1,1,2024,0.3516,0.0,0.0,False,0.0,116445.58,116445.58,116445.58,35.2,Jan 2024
REP040,Hridaan Deo,South,SecureAPI,56,835965,522326,396700.0,4,1,2024,0.7595,0.05,19835.0,False,0.0,69663.75,89498.75,89498.75,75.9,Jan 2024
REP041,Nishith Sharma,East,SecureAPI,43,974088,595027,482000.0,6,1,2024,0.81,0.1,48200.0,False,0.0,81174.0,129374.0,129374.0,81.0,Jan 2024
REP042,Siya Master,North,DataSync,33,1129445,369629,279800.0,8,1,2024,0.757,0.05,13990.0,False,0.0,94120.42,108110.42,108110.42,75.7,Jan 2024
REP043,Keya Iyengar,South,CloudCore,61,1064569,565767,413100.0,7,1,2024,0.7302,0.05,20655.0,False,0.0,88714.08,109369.08,109369.08,73.0,Jan 2024
REP044,Madhup Biswas,South,DataSync,4,826066,420136,198200.0,3,1,2024,0.4718,0.0,0.0,False,0.0,68838.83,68838.83,68838.83,47.2,Jan 2024
REP045,Divij Shroff,North,DataSync,15,1390341,319204,192400.0,2,1,2024,0.6027,0.05,9620.0,False,0.0,115861.75,125481.75,125481.75,60.3,Jan 2024
REP046,Faiyaz Bose,South,SecureAPI,36,1280458,384722,259200.0,4,1,2024,0.6737,0.05,12960.0,False,0.0,106704.83,119664.83,119664.83,67.4,Jan 2024
REP047,Vritika Sangha,East,SecureAPI,11,1161826,580495,263000.0,3,1,2024,0.4531,0.0,0.0,False,0.0,96818.83,96818.83,96818.83,45.3,Jan 2024
REP048,Kimaya Balay,East,CloudCore,23,849415,629734,528900.0,5,1,2024,0.8399,0.1,52890.0,False,0.0,70784.58,123674.58,123674.58,84.0,Jan 2024
REP049,Vaibhav Raju,East,DataSync,41,1068857,460347,251900.0,3,1,2024,0.5472,0.05,12595.0,False,0.0,89071.42,101666.42,101666.42,54.7,Jan 2024
REP050,Eva Dass,North,DataSync,4,1354634,475076,142900.0,1,1,2024,0.3008,0.0,0.0,False,0.0,112886.17,112886.17,112886.17,30.1,Jan 2024
REP051,Pihu Sen,North,CloudCore,16,1113921,470407,256300.0,2,1,2024,0.5448,0.05,12815.0,False,0.0,92826.75,105641.75,105641.75,54.5,Jan 2024
REP052,Pihu Wali,West,CloudCore,22,962235,542788,382600.0,3,1,2024,0.7049,0.05,19130.0,False,0.0,80186.25,99316.25,99316.25,70.5,Jan 2024
REP053,Tiya Rege,East,DataSync,46,810430,353371,239500.0,4,1,2024,0.6778,0.05,11975.0,False,0.0,67535.83,79510.83,79510.83,67.8,Jan 2024
REP054,Faiyaz Din,South,DataSync,67,1026807,428065,341700.0,7,1,2024,0.7982,0.05,17085.0,False,0.0,85567.25,102652.25,102652.25,79.8,Jan 2024
REP055,Indranil Karan,West,CloudCore,14,903266,622075,521000.0,8,1,2024,0.8375,0.1,52100.0,False,0.0,75272.17,127372.17,127372.17,83.8,Jan 2024
REP056,Saira Vora,West,DataSync,3,896228,387439,238600.0,2,1,2024,0.6158,0.05,11930.0,False,0.0,74685.67,86615.67,86615.67,61.6,Jan 2024
REP057,Damini Singh,East,DataSync,36,1034030,342357,140000.0,4,1,2024,0.4089,0.0,0.0,False,0.0,86169.17,86169.17,86169.17,40.9,Jan 2024
REP058,Dishani Bera,East,SecureAPI,57,989239,497038,234000.0,4,1,2024,0.4708,0.0,0.0,False,0.0,82436.58,82436.58,82436.58,47.1,Jan 2024
REP059,Navya Kulkarni,North,CloudCore,22,878898,686046,645600.0,9,1,2024,0.941,0.1,64560.0,True,32280.0,73241.5,170081.5,170081.5,94.1,Jan 2024
REP060,Indrans Grover,South,SecureAPI,21,1137151,462666,454000.0,6,1,2024,0.9813,0.1,45400.0,True,22700.0,94762.58,162862.58,162862.58,98.1,Jan 2024
REP061,Hrishita Sood,South,CloudCore,49,1073232,420916,374800.0,8,1,2024,0.8904,0.1,37480.0,True,18740.0,89436.0,145656.0,145656.0,89.0,Jan 2024
REP062,Kismat Edwin,North,CloudCore,34,1020281,453893,220300.0,4,1,2024,0.4854,0.0,0.0,False,0.0,85023.42,85023.42,85023.42,48.5,Jan 2024
REP063,Advik Bhalla,South,DataSync,22,1176117,542683,345900.0,6,1,2024,0.6374,0.05,17295.0,False,0.0,98009.75,115304.75,115304.75,63.7,Jan 2024
REP064,Zara Dube,North,CloudCore,25,970395,616161,226200.0,1,1,2024,0.3671,0.0,0.0,False,0.0,80866.25,80866.25,80866.25,36.7,Jan 2024
REP065,Bhavin Dara,North,SecureAPI,55,1148321,560301,544100.0,6,1,2024,0.9711,0.1,54410.0,True,27205.0,95693.42,177308.42,177308.42,97.1,Jan 2024
REP066,Dharmajan Setty,South,SecureAPI,37,1010222,391732,340000.0,4,1,2024,0.8679,0.1,34000.0,False,0.0,84185.17,118185.17,118185.17,86.8,Jan 2024
REP067,Darshit Sidhu,West,CloudCore,51,963346,420302,209600.0,1,1,2024,0.4987,0.0,0.0,False,0.0,80278.83,80278.83,80278.83,49.9,Jan 2024
REP068,Gokul Sahni,West,DataSync,28,1083238,514063,321000.0,5,1,2024,0.6244,0.05,16050.0,False,0.0,90269.83,106319.83,106319.83,62.4,Jan 2024
REP069,Ira Butala,East,DataSync,42,883321,515098,282900.0,3,1,2024,0.5492,0.05,14145.0,False,0.0,73610.08,87755.08,87755.08,54.9,Jan 2024
REP070,Eva Viswanathan,North,SecureAPI,31,1038651,356203,153700.0,2,1,2024,0.4315,0.0,0.0,False,0.0,86554.25,86554.25,86554.25,43.2,Jan 2024
REP071,Lakshit Madan,East,DataSync,45,908910,373034,289000.0,8,1,2024,0.7747,0.05,14450.0,False,0.0,75742.5,90192.5,90192.5,77.5,Jan 2024
REP072,Riya Dugal,West,SecureAPI,47,1142683,518160,356000.0,6,1,2024,0.687,0.05,17800.0,False,0.0,95223.58,113023.58,113023.58,68.7,Jan 2024
REP073,Oorja Sachar,South,DataSync,6,1097235,330236,243600.0,3,1,2024,0.7377,0.05,12180.0,False,0.0,91436.25,103616.25,103616.25,73.8,Jan 2024
REP074,Advika Yogi,South,SecureAPI,25,1023903,502198,346500.0,7,1,2024,0.69,0.05,17325.0,False,0.0,85325.25,102650.25,102650.25,69.0,Jan 2024
REP075,Fateh Dasgupta,South,DataSync,7,1028361,328417,65800.0,1,1,2024,0.2004,0.0,0.0,False,0.0,85696.75,85696.75,85696.75,20.0,Jan 2024
REP076,Chirag Gara,North,CloudCore,43,1162479,628796,514300.0,4,1,2024,0.8179,0.1,51430.0,False,0.0,96873.25,148303.25,148303.25,81.8,Jan 2024
REP077,Khushi Malhotra,West,SecureAPI,17,1386265,450976,337800.0,6,1,2024,0.749,0.05,16890.0,False,0.0,115522.08,132412.08,132412.08,74.9,Jan 2024
REP078,Khushi Choudhary,West,SecureAPI,35,1049312,361635,170700.0,2,1,2024,0.472,0.0,0.0,False,0.0,87442.67,87442.67,87442.67,47.2,Jan 2024
REP079,Devansh Sathe,West,DataSync,69,851773,542633,280900.0,5,1,2024,0.5177,0.05,14045.0,False,0.0,70981.08,85026.08,85026.08,51.8,Jan 2024
REP080,Manikya Bandi,East,SecureAPI,28,1060110,445478,122300.0,4,1,2024,0.2745,0.0,0.0,False,0.0,88342.5,88342.5,88342.5,27.4,Jan 2024
REP001,Anay Shanker,South,DataSync,67,937330,539239,266200.0,5,2,2024,0.4937,0.0,0.0,False,0.0,78110.83,78110.83,78110.83,49.4,Feb 2024
REP002,Nirvaan Choudhury,West,DataSync,67,1162942,459637,444400.0,9,2,2024,0.9668,0.1,44440.0,True,22220.0,96911.83,163571.83,163571.83,96.7,Feb 2024
REP003,Sara Behl,West,CloudCore,23,1242077,682789,709100.0,8,2,2024,1.0385,0.15,106365.0,True,35455.0,103506.42,245326.42,245326.42,103.8,Feb 2024
REP004,Kiara Kakar,East,CloudCore,70,1183621,400299,183300.0,4,2,2024,0.4579,0.0,0.0,False,0.0,98635.08,98635.08,98635.08,45.8,Feb 2024
REP005,Aniruddh Batra,East,CloudCore,5,956170,458650,313000.0,7,2,2024,0.6824,0.05,15650.0,False,0.0,79680.83,95330.83,95330.83,68.2,Feb 2024
REP006,Mehul Krishnan,West,SecureAPI,33,1172451,365184,167900.0,5,2,2024,0.4598,0.0,0.0,False,0.0,97704.25,97704.25,97704.25,46.0,Feb 2024
REP007,Jhanvi Chaudhary,North,SecureAPI,13,1394916,372453,315800.0,7,2,2024,0.8479,0.1,31580.0,False,0.0,116243.0,147823.0,147823.0,84.8,Feb 2024
REP008,Madhup Kapur,East,SecureAPI,11,1127831,549387,307400.0,6,2,2024,0.5595,0.05,15370.0,False,0.0,93985.92,109355.92,109355.92,56.0,Feb 2024
REP009,Zoya Virk,South,DataSync,19,881869,472949,335400.0,6,2,2024,0.7092,0.05,16770.0,False,0.0,73489.08,90259.08,90259.08,70.9,Feb 2024
REP010,Tara Swaminathan,West,CloudCore,24,1426510,538966,436200.0,5,2,2024,0.8093,0.1,43620.0,False,0.0,118875.83,162495.83,162495.83,80.9,Feb 2024
REP011,Rasha Kakar,West,CloudCore,57,1486059,511043,393200.0,7,2,2024,0.7694,0.05,19660.0,False,0.0,123838.25,143498.25,143498.25,76.9,Feb 2024
REP012,Ranbir Brahmbhatt,North,DataSync,42,1010922,404593,257400.0,6,2,2024,0.6362,0.05,12870.0,False,0.0,84243.5,97113.5,97113.5,63.6,Feb 2024
REP013,Tarini Ganguly,West,DataSync,59,1241559,535828,233500.0,3,2,2024,0.4358,0.0,0.0,False,0.0,103463.25,103463.25,103463.25,43.6,Feb 2024
REP014,Divij Gupta,East,CloudCore,34,763441,517806,377200.0,4,2,2024,0.7285,0.05,18860.0,False,0.0,63620.08,82480.08,82480.08,72.9,Feb 2024
REP015,Taimur Vaidya,East,DataSync,32,711028,454256,417400.0,7,2,2024,0.9189,0.1,41740.0,False,0.0,59252.33,100992.33,100992.33,91.9,Feb 2024
REP016,Lavanya Deo,East,CloudCore,10,737220,520031,322200.0,6,2,2024,0.6196,0.05,16110.0,False,0.0,61435.0,77545.0,77545.0,62.0,Feb 2024
REP017,Samiha Karpe,South,CloudCore,45,782938,437149,421000.0,8,2,2024,0.9631,0.1,42100.0,True,21050.0,65244.83,128394.83,128394.83,96.3,Feb 2024
REP018,Uthkarsh Baral,North,SecureAPI,65,1092004,406160,318900.0,5,2,2024,0.7852,0.05,15945.0,False,0.0,91000.33,106945.33,106945.33,78.5,Feb 2024
REP019,Mishti Ranganathan,North,DataSync,63,1398782,363700,276600.0,6,2,2024,0.7605,0.05,13830.0,False,0.0,116565.17,130395.17,130395.17,76.0,Feb 2024
REP020,Kashvi Char,South,SecureAPI,27,1176833,374726,184300.0,4,2,2024,0.4918,0.0,0.0,False,0.0,98069.42,98069.42,98069.42,49.2,Feb 2024
REP021,Azad Sahota,East,SecureAPI,48,925994,461038,393500.0,4,2,2024,0.8535,0.1,39350.0,False,0.0,77166.17,116516.17,116516.17,85.4,Feb 2024
REP022,Trisha Dhillon,South,CloudCore,15,806802,431778,310700.0,5,2,2024,0.7196,0.05,15535.0,False,0.0,67233.5,82768.5,82768.5,72.0,Feb 2024
REP023,Mehul Verma,East,CloudCore,16,877892,530367,385600.0,4,2,2024,0.727,0.05,19280.0,False,0.0,73157.67,92437.67,92437.67,72.7,Feb 2024
REP024,Vaibhav Dewan,West,CloudCore,60,1412336,473495,422700.0,7,2,2024,0.8927,0.1,42270.0,False,0.0,117694.67,159964.67,159964.67,89.3,Feb 2024
REP025,Myra Tiwari,West,SecureAPI,62,1142075,415485,309300.0,5,2,2024,0.7444,0.05,15465.0,False,0.0,95172.92,110637.92,110637.92,74.4,Feb 2024
REP026,Ishaan Goyal,North,DataSync,59,879046,511818,291000.0,4,2,2024,0.5686,0.05,14550.0,False,0.0,73253.83,87803.83,87803.83,56.9,Feb 2024
REP027,Lakshay Sampath,West,DataSync,15,1427057,313261,233800.0,7,2,2024,0.7463,0.05,11690.0,False,0.0,118921.42,130611.42,130611.42,74.6,Feb 2024
REP028,Rati Sanghvi,West,CloudCore,4,1416847,448896,348700.0,4,2,2024,0.7768,0.05,17435.0,False,0.0,118070.58,135505.58,135505.58,77.7,Feb 2024
REP029,Mahika Ravi,South,DataSync,24,997861,406539,224000.0,3,2,2024,0.551,0.05,11200.0,False,0.0,83155.08,94355.08,94355.08,55.1,Feb 2024
REP030,Hazel Sethi,South,SecureAPI,54,974130,586569,441600.0,5,2,2024,0.7529,0.05,22080.0,False,0.0,81177.5,103257.5,103257.5,75.3,Feb 2024
REP031,Ishaan Kashyap,North,CloudCore,3,1197382,604693,496600.0,5,2,2024,0.8212,0.1,49660.0,False,0.0,99781.83,149441.83,149441.83,82.1,Feb 2024
REP032,Purab Reddy,West,SecureAPI,39,1327110,460888,349100.0,7,2,2024,0.7575,0.05,17455.0,False,0.0,110592.5,128047.5,128047.5,75.8,Feb 2024
REP033,Piya Gaba,South,DataSync,22,1260311,349780,267900.0,5,2,2024,0.7659,0.05,13395.0,False,0.0,105025.92,118420.92,118420.92,76.6,Feb 2024
REP034,Manikya Tara,East,CloudCore,72,730662,431959,430400.0,6,2,2024,0.9964,0.1,43040.0,True,21520.0,60888.5,125448.5,125448.5,99.6,Feb 2024
REP035,Zara Dugar,North,SecureAPI,9,859942,503138,250000.0,1,2,2024,0.4969,0.0,0.0,False,0.0,71661.83,71661.83,71661.83,49.7,Feb 2024
REP036,Priyansh Bali,North,CloudCore,23,1356926,429821,339100.0,7,2,2024,0.7889,0.05,16955.0,False,0.0,113077.17,130032.17,130032.17,78.9,Feb 2024
REP037,Jiya Vora,East,SecureAPI,26,742001,367962,189800.0,5,2,2024,0.5158,0.05,9490.0,False,0.0,61833.42,71323.42,71323.42,51.6,Feb 2024
REP038,Lakshit Sagar,North,CloudCore,54,1046629,462855,299800.0,5,2,2024,0.6477,0.05,14990.0,False,0.0,87219.08,102209.08,102209.08,64.8,Feb 2024
REP039,Vivaan Wagle,North,SecureAPI,34,1397347,501760,329700.0,7,2,2024,0.6571,0.05,16485.0,False,0.0,116445.58,132930.58,132930.58,65.7,Feb 2024
REP040,Hridaan Deo,South,SecureAPI,56,835965,522326,434700.0,7,2,2024,0.8322,0.1,43470.0,False,0.0,69663.75,113133.75,113133.75,83.2,Feb 2024
REP041,Nishith Sharma,East,SecureAPI,43,974088,595027,497400.0,7,2,2024,0.8359,0.1,49740.0,False,0.0,81174.0,130914.0,130914.0,83.6,Feb 2024
REP042,Siya Master,North,DataSync,33,1129445,369629,248600.0,3,2,2024,0.6726,0.05,12430.0,False,0.0,94120.42,106550.42,106550.42,67.3,Feb 2024
REP043,Keya Iyengar,South,CloudCore,61,1064569,565767,506200.0,6,2,2024,0.8947,0.1,50620.0,False,0.0,88714.08,139334.08,139334.08,89.5,Feb 2024
REP044,Madhup Biswas,South,DataSync,4,826066,420136,147800.0,3,2,2024,0.3518,0.0,0.0,False,0.0,68838.83,68838.83,68838.83,35.2,Feb 2024
REP045,Divij Shroff,North,DataSync,15,1390341,319204,260600.0,7,2,2024,0.8164,0.1,26060.0,False,0.0,115861.75,141921.75,141921.75,81.6,Feb 2024
REP046,Faiyaz Bose,South,SecureAPI,36,1280458,384722,373300.0,9,2,2024,0.9703,0.1,37330.0,True,18665.0,106704.83,162699.83,162699.83,97.0,Feb 2024
REP047,Vritika Sangha,East,SecureAPI,11,1161826,580495,232900.0,1,2,2024,0.4012,0.0,0.0,False,0.0,96818.83,96818.83,96818.83,40.1,Feb 2024
REP048,Kimaya Balay,East,CloudCore,23,849415,629734,444400.0,7,2,2024,0.7057,0.05,22220.0,False,0.0,70784.58,93004.58,93004.58,70.6,Feb 2024
REP049,Vaibhav Raju,East,DataSync,41,1068857,460347,244900.0,5,2,2024,0.532,0.05,12245.0,False,0.0,89071.42,101316.42,101316.42,53.2,Feb 2024
REP050,Eva Dass,North,DataSync,4,1354634,475076,218300.0,4,2,2024,0.4595,0.0,0.0,False,0.0,112886.17,112886.17,112886.17,46.0,Feb 2024
REP051,Pihu Sen,North,CloudCore,16,1113921,470407,157100.0,1,2,2024,0.334,0.0,0.0,False,0.0,92826.75,92826.75,92826.75,33.4,Feb 2024
REP052,Pihu Wali,West,CloudCore,22,962235,542788,416100.0,6,2,2024,0.7666,0.05,20805.0,False,0.0,80186.25,100991.25,100991.25,76.7,Feb 2024
REP053,Tiya Rege,East,DataSync,46,810430,353371,232500.0,5,2,2024,0.6579,0.05,11625.0,False,0.0,67535.83,79160.83,79160.83,65.8,Feb 2024
REP054,Faiyaz Din,South,DataSync,67,1026807,428065,344800.0,7,2,2024,0.8055,0.1,34480.0,False,0.0,85567.25,120047.25,120047.25,80.6,Feb 2024
REP055,Indranil Karan,West,CloudCore,14,903266,622075,417900.0,6,2,2024,0.6718,0.05,20895.0,False,0.0,75272.17,96167.17,96167.17,67.2,Feb 2024
REP056,Saira Vora,West,DataSync,3,896228,387439,273500.0,7,2,2024,0.7059,0.05,13675.0,False,0.0,74685.67,88360.67,88360.67,70.6,Feb 2024
REP057,Damini Singh,East,DataSync,36,1034030,342357,145800.0,5,2,2024,0.4259,0.0,0.0,False,0.0,86169.17,86169.17,86169.17,42.6,Feb 2024
REP058,Dishani Bera,East,SecureAPI,57,989239,497038,239300.0,5,2,2024,0.4815,0.0,0.0,False,0.0,82436.58,82436.58,82436.58,48.2,Feb 2024
REP059,Navya Kulkarni,North,CloudCore,22,878898,686046,683300.0,6,2,2024,0.996,0.1,68330.0,True,34165.0,73241.5,175736.5,175736.5,99.6,Feb 2024
REP060,Indrans Grover,South,SecureAPI,21,1137151,462666,400300.0,7,2,2024,0.8652,0.1,40030.0,False,0.0,94762.58,134792.58,134792.58,86.5,Feb 2024
REP061,Hrishita Sood,South,CloudCore,49,1073232,420916,403500.0,6,2,2024,0.9586,0.1,40350.0,True,20175.0,89436.0,149961.0,149961.0,95.9,Feb 2024
REP062,Kismat Edwin,North,CloudCore,34,1020281,453893,307200.0,5,2,2024,0.6768,0.05,15360.0,False,0.0,85023.42,100383.42,100383.42,67.7,Feb 2024
REP063,Advik Bhalla,South,DataSync,22,1176117,542683,328700.0,5,2,2024,0.6057,0.05,16435.0,False,0.0,98009.75,114444.75,114444.75,60.6,Feb 2024
REP064,Zara Dube,North,CloudCore,25,970395,616161,334100.0,5,2,2024,0.5422,0.05,16705.0,False,0.0,80866.25,97571.25,97571.25,54.2,Feb 2024
REP065,Bhavin Dara,North,SecureAPI,55,1148321,560301,538200.0,5,2,2024,0.9606,0.1,53820.0,True,26910.0,95693.42,176423.42,176423.42,96.1,Feb 2024
REP066,Dharmajan Setty,South,SecureAPI,37,1010222,391732,327100.0,7,2,2024,0.835,0.1,32710.0,False,0.0,84185.17,116895.17,116895.17,83.5,Feb 2024
REP067,Darshit Sidhu,West,CloudCore,51,963346,420302,156200.0,2,2,2024,0.3716,0.0,0.0,False,0.0,80278.83,80278.83,80278.83,37.2,Feb 2024
REP068,Gokul Sahni,West,DataSync,28,1083238,514063,185900.0,3,2,2024,0.3616,0.0,0.0,False,0.0,90269.83,90269.83,90269.83,36.2,Feb 2024
REP069,Ira Butala,East,DataSync,42,883321,515098,300100.0,3,2,2024,0.5826,0.05,15005.0,False,0.0,73610.08,88615.08,88615.08,58.3,Feb 2024
REP070,Eva Viswanathan,North,SecureAPI,31,1038651,356203,197900.0,5,2,2024,0.5556,0.05,9895.0,False,0.0,86554.25,96449.25,96449.25,55.6,Feb 2024
REP071,Lakshit Madan,East,DataSync,45,908910,373034,292500.0,5,2,2024,0.7841,0.05,14625.0,False,0.0,75742.5,90367.5,90367.5,78.4,Feb 2024
REP072,Riya Dugal,West,SecureAPI,47,1142683,518160,291000.0,6,2,2024,0.5616,0.05,14550.0,False,0.0,95223.58,109773.58,109773.58,56.2,Feb 2024
REP073,Oorja Sachar,South,DataSync,6,1097235,330236,229400.0,7,2,2024,0.6947,0.05,11470.0,False,0.0,91436.25,102906.25,102906.25,69.5,Feb 2024
REP074,Advika Yogi,South,SecureAPI,25,1023903,502198,275100.0,2,2,2024,0.5478,0.05,13755.0,False,0.0,85325.25,99080.25,99080.25,54.8,Feb 2024
REP075,Fateh Dasgupta,South,DataSync,7,1028361,328417,182300.0,5,2,2024,0.5551,0.05,9115.0,False,0.0,85696.75,94811.75,94811.75,55.5,Feb 2024
REP076,Chirag Gara,North,CloudCore,43,1162479,628796,434800.0,7,2,2024,0.6915,0.05,21740.0,False,0.0,96873.25,118613.25,118613.25,69.2,Feb 2024
REP077,Khushi Malhotra,West,SecureAPI,17,1386265,450976,423500.0,9,2,2024,0.9391,0.1,42350.0,False,0.0,115522.08,157872.08,157872.08,93.9,Feb 2024
